id,borought,type,latitude,longitude,price,rating
21801520,Manhattan,Private room,40.8217,-73.95336,48,low
21802458,Manhattan,Entire home/apt,40.73449,-73.99299,300,high
21802684,Queens,Entire home/apt,40.75759,-73.80815,228,high
21802923,Brooklyn,Private room,40.70247,-73.91793,60,regular
21803004,Manhattan,Private room,40.76069,-73.9863,99,regular
21803103,Manhattan,Private room,40.82347,-73.95228,65,low
21804158,Manhattan,Private room,40.76398,-73.98034,325,very high
21804600,Brooklyn,Entire home/apt,40.66204,-73.88946,90,low
21804666,Manhattan,Private room,40.75605,-73.99797,139,high
21804933,Brooklyn,Private room,40.58612,-73.95014,50,regular
21805468,Brooklyn,Entire home/apt,40.63794,-73.93125,60,low
21809773,Brooklyn,Entire home/apt,40.64124,-73.9688,110,regular
21810203,Brooklyn,Private room,40.69568,-73.93831,69,regular
21810316,Manhattan,Entire home/apt,40.72428,-73.97957,500,very high
21810960,Manhattan,Entire home/apt,40.7513,-73.98333,600,very high
21811156,Manhattan,Entire home/apt,40.72456,-73.98764,125,low
21811663,Bronx,Entire home/apt,40.86264,-73.84854,62,low
21811946,Manhattan,Entire home/apt,40.72929,-73.98625,196,regular
21812347,Manhattan,Entire home/apt,40.71572,-73.99114,299,high
21812980,Brooklyn,Private room,40.69001,-73.95136,80,high
21813179,Manhattan,Private room,40.76151,-73.98816,111,regular
21813407,Brooklyn,Private room,40.69102,-73.95132,80,high
21813491,Manhattan,Entire home/apt,40.72256,-73.97925,184,regular
21813560,Brooklyn,Private room,40.67517,-73.9564,60,regular
21813814,Brooklyn,Private room,40.70966,-73.95667,75,regular
21814527,Manhattan,Entire home/apt,40.86794,-73.91629,70,low
21814812,Manhattan,Entire home/apt,40.72941,-73.97916,210,regular
21814906,Brooklyn,Entire home/apt,40.70592,-73.93513,165,regular
21815771,Brooklyn,Private room,40.6786,-73.9255,40,low
21815831,Manhattan,Private room,40.76617,-73.9883,170,high
21815842,Brooklyn,Entire home/apt,40.68859,-73.96035,93,low
21816278,Brooklyn,Private room,40.69065,-73.95469,47,low
21816442,Brooklyn,Entire home/apt,40.69179,-73.95915,200,high
21816519,Manhattan,Entire home/apt,40.73522,-73.99983,175,regular
21816522,Manhattan,Private room,40.79741,-73.93493,120,high
21816757,Brooklyn,Entire home/apt,40.67372,-73.91648,70,low
21817150,Brooklyn,Entire home/apt,40.71576,-73.94088,175,regular
21817570,Manhattan,Entire home/apt,40.76951,-73.96192,105,low
21817889,Brooklyn,Entire home/apt,40.66505,-73.93875,275,high
21817961,Manhattan,Entire home/apt,40.81029,-73.94344,165,regular
21818110,Queens,Private room,40.75997,-73.81287,48,regular
21818641,Manhattan,Entire home/apt,40.76172,-73.99428,195,regular
21822599,Brooklyn,Entire home/apt,40.6789,-73.97909,280,high
21822611,Manhattan,Private room,40.71235,-73.99071,100,regular
21822619,Queens,Entire home/apt,40.66578,-73.77301,80,low
21822750,Brooklyn,Private room,40.68235,-73.90381,48,low
21822768,Manhattan,Entire home/apt,40.79401,-73.9639,228,regular
21823574,Queens,Private room,40.66802,-73.84803,55,regular
21823815,Brooklyn,Entire home/apt,40.70358,-73.93698,60,low
21823931,Queens,Entire home/apt,40.75899,-73.82245,90,regular
21824124,Brooklyn,Private room,40.6786,-73.98381,139,very high
21824323,Queens,Entire home/apt,40.74523,-73.91676,95,regular
21824416,Brooklyn,Private room,40.67721,-73.98444,129,very high
21824420,Manhattan,Entire home/apt,40.76633,-73.9875,150,regular
21824734,Brooklyn,Private room,40.67851,-73.98439,119,high
21824864,Manhattan,Private room,40.7627,-73.96225,90,regular
21825081,Manhattan,Entire home/apt,40.71508,-73.99275,125,low
21825464,Brooklyn,Private room,40.71173,-73.96164,55,regular
21825573,Brooklyn,Entire home/apt,40.68437,-73.93132,79,low
21825897,Manhattan,Entire home/apt,40.73103,-74.00141,120,low
21825923,Manhattan,Private room,40.73158,-74.00151,138,high
21826195,Manhattan,Entire home/apt,40.73213,-73.99323,126,low
21826266,Manhattan,Private room,40.80204,-73.96612,35,low
21826282,Manhattan,Private room,40.81855,-73.94447,46,low
21826403,Queens,Private room,40.73688,-73.87644,55,regular
21827276,Brooklyn,Private room,40.68588,-73.95551,50,regular
21827355,Manhattan,Private room,40.71447,-73.99433,60,low
21827363,Brooklyn,Private room,40.70801,-73.95902,400,very high
21827433,Brooklyn,Entire home/apt,40.69292,-73.93463,160,regular
21828071,Brooklyn,Private room,40.67737,-73.94986,70,regular
21828822,Brooklyn,Private room,40.69608,-73.91973,45,low
21828988,Manhattan,Private room,40.78558,-73.97703,340,very high
21829006,Brooklyn,Private room,40.69854,-73.94069,50,regular
21829161,Brooklyn,Private room,40.68476,-73.95801,300,very high
21829714,Queens,Entire home/apt,40.77853,-73.90934,95,regular
21829821,Manhattan,Private room,40.76793,-73.98583,150,high
21830694,Bronx,Entire home/apt,40.85973,-73.86699,70,low
21833222,Brooklyn,Private room,40.72754,-73.95527,45,low
21833559,Brooklyn,Entire home/apt,40.71544,-73.95075,280,high
21833654,Manhattan,Private room,40.71025,-74.00756,45,low
21833755,Manhattan,Entire home/apt,40.7466,-73.97044,400,high
21834156,Manhattan,Entire home/apt,40.76411,-73.98074,400,high
21834484,Queens,Entire home/apt,40.72609,-73.90112,245,high
21834937,Brooklyn,Private room,40.69834,-73.93436,50,regular
21835336,Brooklyn,Entire home/apt,40.67376,-73.96433,125,regular
21835893,Brooklyn,Entire home/apt,40.63435,-73.95027,95,low
21836092,Brooklyn,Entire home/apt,40.64407,-73.97428,150,regular
21836176,Brooklyn,Entire home/apt,40.70894,-73.94847,100,low
21836315,Brooklyn,Entire home/apt,40.7146,-73.96282,385,very high
21836461,Manhattan,Entire home/apt,40.728,-73.98603,125,low
21836784,Manhattan,Entire home/apt,40.82502,-73.94919,100,low
21837063,Brooklyn,Private room,40.6416,-73.96905,105,high
21837620,Brooklyn,Private room,40.67574,-73.99783,59,regular
21838658,Manhattan,Private room,40.74661,-73.99245,99,regular
21838873,Brooklyn,Shared room,40.67896,-74.00518,80,very high
21838962,Brooklyn,Entire home/apt,40.67145,-73.97143,115,regular
21839021,Brooklyn,Private room,40.68637,-73.91159,53,regular
21839960,Queens,Private room,40.72573,-73.85292,45,low
21843831,Brooklyn,Private room,40.65532,-73.91793,80,high
21844040,Brooklyn,Shared room,40.69634,-73.91323,43,regular
21844210,Manhattan,Entire home/apt,40.81088,-73.9441,275,high
21844221,Brooklyn,Entire home/apt,40.68001,-73.97603,200,high
21844377,Manhattan,Private room,40.74116,-74.00053,200,very high
21844499,Manhattan,Entire home/apt,40.78624,-73.96952,96,low
21844578,Brooklyn,Private room,40.68769,-73.96118,65,regular
21845154,Manhattan,Entire home/apt,40.72631,-73.98507,180,regular
21845187,Brooklyn,Private room,40.71078,-73.96359,95,high
21845780,Manhattan,Private room,40.76564,-73.99118,125,high
21846856,Manhattan,Private room,40.81589,-73.9446,36,low
21848241,Brooklyn,Private room,40.65684,-73.96042,95,high
21849210,Manhattan,Entire home/apt,40.72755,-73.98755,150,regular
21849509,Brooklyn,Private room,40.67672,-73.92964,85,high
21849942,Manhattan,Entire home/apt,40.73494,-74.00228,190,regular
21850082,Brooklyn,Private room,40.71345,-73.95938,61,regular
21850183,Manhattan,Entire home/apt,40.77408,-73.95504,130,low
21850364,Manhattan,Entire home/apt,40.74044,-73.98777,180,regular
21850427,Queens,Private room,40.69946,-73.90833,60,regular
21850834,Queens,Entire home/apt,40.59686,-73.80262,200,high
21851016,Brooklyn,Private room,40.67391,-73.95581,65,regular
21851100,Manhattan,Entire home/apt,40.77562,-73.98756,1066,very high
21851228,Manhattan,Entire home/apt,40.75393,-73.97316,200,regular
21851368,Manhattan,Entire home/apt,40.84182,-73.93898,130,low
21851390,Manhattan,Private room,40.72863,-73.99008,70,regular
21851570,Brooklyn,Entire home/apt,40.6797,-73.94361,95,low
21851586,Brooklyn,Entire home/apt,40.6749,-73.97593,400,very high
21851700,Manhattan,Entire home/apt,40.74031,-73.9986,150,regular
21851931,Brooklyn,Entire home/apt,40.72871,-73.95107,115,regular
21852060,Brooklyn,Entire home/apt,40.69108,-73.94492,80,low
21852211,Manhattan,Entire home/apt,40.73642,-73.9992,345,high
21852332,Manhattan,Entire home/apt,40.87634,-73.90948,110,low
21852466,Manhattan,Entire home/apt,40.80414,-73.96576,150,regular
21853347,Manhattan,Entire home/apt,40.80934,-73.95457,265,high
21857734,Brooklyn,Private room,40.70941,-73.93862,42,low
21857913,Manhattan,Entire home/apt,40.78834,-73.97215,95,low
21859065,Manhattan,Entire home/apt,40.73176,-74.00348,130,low
21859249,Brooklyn,Entire home/apt,40.67025,-73.93558,99,low
21859359,Brooklyn,Private room,40.68214,-73.95477,51,regular
21859466,Brooklyn,Entire home/apt,40.71769,-73.96339,300,high
21859658,Brooklyn,Entire home/apt,40.65602,-74.00509,259,high
21860011,Manhattan,Entire home/apt,40.7235,-73.99096,250,regular
21860693,Manhattan,Private room,40.72291,-73.98915,71,regular
21861551,Manhattan,Private room,40.75117,-73.99305,155,high
21861819,Manhattan,Entire home/apt,40.73738,-74.00012,135,low
21862155,Manhattan,Private room,40.81919,-73.94554,89,regular
21862803,Brooklyn,Entire home/apt,40.65281,-73.97298,150,regular
21863385,Brooklyn,Private room,40.59664,-73.95301,250,very high
21863411,Manhattan,Entire home/apt,40.71952,-73.98495,150,regular
21863836,Brooklyn,Private room,40.69186,-73.9221,75,regular
21864653,Brooklyn,Private room,40.6588,-73.99097,50,regular
21864747,Brooklyn,Private room,40.71568,-73.94415,70,regular
21865416,Manhattan,Entire home/apt,40.76427,-73.98208,450,very high
21865637,Queens,Private room,40.59722,-73.75937,68,regular
21865904,Brooklyn,Private room,40.6429,-73.95253,80,high
21866923,Manhattan,Private room,40.72563,-73.98169,200,very high
21867029,Manhattan,Entire home/apt,40.76574,-73.98018,450,very high
21867216,Manhattan,Entire home/apt,40.76387,-73.98056,398,high
21867375,Manhattan,Entire home/apt,40.76443,-73.98152,398,high
21867440,Brooklyn,Entire home/apt,40.70636,-73.91935,41,low
21867598,Manhattan,Entire home/apt,40.70407,-74.00885,200,regular
21867710,Manhattan,Private room,40.75668,-73.99097,120,high
21867749,Manhattan,Entire home/apt,40.71801,-73.9984,160,regular
21867771,Brooklyn,Private room,40.68682,-73.91189,55,regular
21868116,Manhattan,Private room,40.82058,-73.95802,37,low
21868424,Brooklyn,Private room,40.67871,-73.9678,60,regular
21868427,Brooklyn,Entire home/apt,40.72133,-73.94903,135,regular
21868813,Queens,Entire home/apt,40.76543,-73.92248,95,regular
21868918,Brooklyn,Entire home/apt,40.72192,-73.95597,350,very high
21868933,Manhattan,Entire home/apt,40.73581,-73.98918,245,regular
21869051,Manhattan,Entire home/apt,40.74812,-73.97663,150,regular
21869057,Brooklyn,Entire home/apt,40.72421,-73.95364,10,low
21869167,Manhattan,Private room,40.8001,-73.94081,69,regular
21869409,Manhattan,Entire home/apt,40.79999,-73.94233,250,regular
21869546,Manhattan,Private room,40.82978,-73.94823,88,regular
21870396,Manhattan,Private room,40.7676,-73.9855,200,very high
21871576,Brooklyn,Entire home/apt,40.62857,-73.94071,160,regular
21875621,Queens,Private room,40.7418,-73.8861,40,low
21876299,Manhattan,Entire home/apt,40.72083,-73.99308,150,regular
21877219,Brooklyn,Entire home/apt,40.69087,-73.96639,280,high
21877231,Brooklyn,Entire home/apt,40.69566,-73.91611,65,low
21877426,Brooklyn,Entire home/apt,40.67787,-74.00764,150,regular
21877805,Brooklyn,Entire home/apt,40.66769,-73.88421,159,regular
21878080,Manhattan,Entire home/apt,40.74998,-73.97543,150,regular
21878449,Brooklyn,Entire home/apt,40.6889,-73.95362,195,regular
21879516,Manhattan,Entire home/apt,40.76384,-73.96355,200,regular
21879760,Brooklyn,Entire home/apt,40.70152,-73.98407,100,low
21880038,Manhattan,Entire home/apt,40.70458,-74.00755,425,high
21880580,Brooklyn,Entire home/apt,40.69049,-73.96842,115,regular
21881602,Manhattan,Private room,40.79454,-73.97541,50,low
21881605,Manhattan,Entire home/apt,40.75597,-73.99494,412,high
21881709,Manhattan,Private room,40.75249,-73.97384,93,regular
21881810,Manhattan,Entire home/apt,40.76733,-73.98074,160,regular
21881963,Brooklyn,Private room,40.58788,-73.94955,50,regular
21882745,Manhattan,Entire home/apt,40.73245,-73.98848,210,regular
21883309,Manhattan,Entire home/apt,40.75453,-73.99526,250,regular
21883986,Manhattan,Private room,40.75298,-73.96912,90,regular
21883990,Manhattan,Private room,40.7059,-74.00604,225,very high
21884025,Queens,Private room,40.76885,-73.90752,40,low
21884206,Manhattan,Entire home/apt,40.70426,-74.00711,215,regular
21884557,Brooklyn,Private room,40.67512,-73.96185,55,regular
21884602,Manhattan,Private room,40.75346,-73.96872,90,regular
21884758,Manhattan,Entire home/apt,40.7548,-73.9965,170,regular
21885522,Brooklyn,Entire home/apt,40.65537,-73.9819,160,regular
21885544,Brooklyn,Entire home/apt,40.68541,-73.94692,80,low
21885667,Queens,Private room,40.77129,-73.91712,35,low
21885677,Manhattan,Entire home/apt,40.75893,-73.9636,200,regular
21885860,Brooklyn,Private room,40.70383,-73.94431,43,low
21885914,Brooklyn,Entire home/apt,40.67933,-73.96912,100,low
21889698,Brooklyn,Private room,40.66373,-73.93222,55,regular
21890848,Brooklyn,Private room,40.63531,-73.96546,55,regular
21891406,Manhattan,Private room,40.72801,-73.98736,95,regular
21891982,Manhattan,Entire home/apt,40.74864,-73.97383,350,high
21892073,Brooklyn,Private room,40.70807,-73.95099,42,low
21892596,Manhattan,Entire home/apt,40.77089,-73.95946,125,low
21892706,Brooklyn,Private room,40.66046,-73.96014,80,high
21892834,Manhattan,Entire home/apt,40.78383,-73.97529,133,low
21893129,Manhattan,Entire home/apt,40.75033,-73.97546,150,regular
21893604,Manhattan,Private room,40.74045,-74.00047,12,low
21893658,Brooklyn,Entire home/apt,40.71296,-73.93838,120,regular
21894437,Brooklyn,Private room,40.70902,-73.95724,50,regular
21894785,Brooklyn,Entire home/apt,40.68057,-73.97617,250,high
21895071,Brooklyn,Private room,40.6768,-73.95346,70,regular
21895262,Brooklyn,Private room,40.66715,-73.96084,80,high
21896267,Manhattan,Private room,40.80296,-73.9369,40,low
21896537,Brooklyn,Entire home/apt,40.71211,-73.94058,79,low
21896552,Manhattan,Entire home/apt,40.80513,-73.9632,120,low
21897759,Brooklyn,Entire home/apt,40.67607,-73.97167,139,regular
21897775,Brooklyn,Private room,40.70591,-73.92916,66,regular
21897845,Bronx,Private room,40.86706,-73.84674,40,regular
21898551,Brooklyn,Entire home/apt,40.69999,-73.95275,100,low
21898567,Brooklyn,Private room,40.72566,-73.94823,50,regular
21898686,Brooklyn,Entire home/apt,40.68837,-73.98717,185,regular
21898732,Manhattan,Private room,40.72648,-73.97904,55,low
21899241,Manhattan,Private room,40.71325,-73.99009,160,high
21899473,Manhattan,Private room,40.73616,-73.99614,80,regular
21899575,Brooklyn,Entire home/apt,40.57962,-73.96535,119,regular
21899794,Manhattan,Entire home/apt,40.74416,-73.97702,125,low
21899939,Brooklyn,Entire home/apt,40.67842,-73.88768,155,regular
21900721,Manhattan,Private room,40.777,-73.95771,76,regular
21901025,Staten Island,Private room,40.64537,-74.08381,100,high
21901156,Manhattan,Private room,40.75656,-73.99063,120,high
21902630,Brooklyn,Private room,40.69532,-73.93995,38,low
21906858,Brooklyn,Entire home/apt,40.67835,-73.98209,80,low
21907036,Brooklyn,Private room,40.70027,-73.91268,36,low
21907240,Brooklyn,Private room,40.67848,-73.98386,119,high
21907615,Brooklyn,Private room,40.67868,-73.98254,119,high
21907916,Queens,Private room,40.76347,-73.90928,50,regular
21907941,Brooklyn,Private room,40.67753,-73.9841,119,high
21908120,Brooklyn,Private room,40.67873,-73.98236,119,high
21908184,Manhattan,Entire home/apt,40.75006,-73.97694,195,regular
21908265,Brooklyn,Private room,40.67733,-73.98407,119,high
21909291,Manhattan,Entire home/apt,40.76699,-73.98174,200,regular
21909717,Queens,Entire home/apt,40.75731,-73.85785,143,regular
21913309,Manhattan,Private room,40.76191,-73.94934,45,low
21913782,Manhattan,Entire home/apt,40.75732,-73.98142,350,high
21913811,Queens,Entire home/apt,40.74496,-73.89534,99,regular
21913859,Manhattan,Private room,40.72734,-73.97203,65,low
21914314,Manhattan,Entire home/apt,40.76062,-73.99297,85,low
21914499,Brooklyn,Entire home/apt,40.68616,-73.94295,160,regular
21915201,Manhattan,Entire home/apt,40.72067,-74.00024,400,high
21919913,Manhattan,Entire home/apt,40.77055,-73.98615,333,high
21920061,Manhattan,Private room,40.72147,-73.99054,85,regular
21921178,Manhattan,Entire home/apt,40.79943,-73.94386,89,low
21921608,Manhattan,Entire home/apt,40.76996,-73.98551,375,high
21921707,Brooklyn,Private room,40.69386,-73.91897,39,low
21922035,Brooklyn,Entire home/apt,40.69067,-73.93917,50,low
21922071,Brooklyn,Private room,40.65177,-73.96417,37,low
21922407,Manhattan,Entire home/apt,40.80853,-73.96352,90,low
21922639,Brooklyn,Entire home/apt,40.71911,-73.95045,150,regular
21923390,Brooklyn,Entire home/apt,40.70889,-73.94357,85,low
21923649,Brooklyn,Entire home/apt,40.7264,-73.95613,99,low
21923722,Brooklyn,Entire home/apt,40.72508,-73.94698,100,low
21923996,Brooklyn,Entire home/apt,40.65028,-73.97771,165,regular
21924203,Brooklyn,Private room,40.6857,-73.96964,52,regular
21924586,Brooklyn,Entire home/apt,40.68537,-73.95894,100,low
21924630,Brooklyn,Entire home/apt,40.71344,-73.95702,130,regular
21924815,Manhattan,Private room,40.77752,-73.94726,100,regular
21925948,Brooklyn,Entire home/apt,40.73307,-73.95275,120,regular
21925970,Manhattan,Private room,40.79757,-73.93851,50,low
21926117,Manhattan,Entire home/apt,40.71601,-73.99171,130,low
21926198,Manhattan,Entire home/apt,40.77625,-73.95495,250,regular
21926279,Brooklyn,Entire home/apt,40.64813,-73.9589,90,low
21926432,Brooklyn,Entire home/apt,40.65543,-73.95674,110,regular
21926844,Manhattan,Private room,40.7611,-73.95015,40,low
21926893,Queens,Entire home/apt,40.76522,-73.92438,92,regular
21927300,Queens,Entire home/apt,40.76537,-73.87639,100,regular
21929935,Queens,Entire home/apt,40.74586,-73.88409,45,low
21930306,Queens,Private room,40.68932,-73.82047,35,low
21931508,Manhattan,Private room,40.81426,-73.95152,85,regular
21931557,Brooklyn,Private room,40.69687,-73.94111,50,regular
21931779,Queens,Private room,40.76354,-73.91341,50,regular
21931979,Queens,Private room,40.76245,-73.8238,38,low
21932693,Brooklyn,Private room,40.70572,-73.93823,65,regular
21932977,Manhattan,Entire home/apt,40.78744,-73.94319,50,low
21933065,Brooklyn,Private room,40.67685,-73.93141,75,regular
21933372,Queens,Private room,40.7723,-73.9281,100,high
21933635,Manhattan,Entire home/apt,40.79998,-73.95633,250,regular
21933725,Manhattan,Entire home/apt,40.76432,-73.98075,650,very high
21933777,Brooklyn,Private room,40.67773,-73.98312,129,very high
21933969,Brooklyn,Private room,40.6784,-73.98447,129,very high
21934181,Brooklyn,Private room,40.68782,-73.9189,41,low
21934202,Brooklyn,Private room,40.7023,-73.9419,65,regular
21934318,Brooklyn,Private room,40.67704,-73.9846,129,very high
21934465,Brooklyn,Private room,40.67726,-73.9837,129,very high
21934601,Brooklyn,Private room,40.67787,-73.98635,70,regular
21934873,Manhattan,Entire home/apt,40.75008,-73.97752,150,regular
21935245,Manhattan,Private room,40.72735,-74.00131,89,regular
21935339,Manhattan,Private room,40.80759,-73.95464,100,regular
21935551,Manhattan,Entire home/apt,40.76042,-73.99032,175,regular
21935569,Manhattan,Private room,40.84344,-73.93922,20,low
21935727,Brooklyn,Entire home/apt,40.69065,-73.95929,300,high
21935921,Manhattan,Entire home/apt,40.73811,-74.00348,275,high
21936014,Manhattan,Shared room,40.7436,-73.98573,185,very high
21936033,Queens,Entire home/apt,40.76419,-73.87498,120,regular
21936073,Manhattan,Entire home/apt,40.73253,-74.00859,220,regular
21936080,Brooklyn,Private room,40.69507,-73.93354,50,regular
21936288,Queens,Private room,40.74361,-73.87732,30,low
21936550,Manhattan,Private room,40.76858,-73.94436,70,regular
21937197,Queens,Private room,40.77051,-73.90944,600,very high
21937306,Brooklyn,Private room,40.72728,-73.95313,75,regular
21937451,Manhattan,Entire home/apt,40.74927,-74.00122,200,regular
21938049,Brooklyn,Private room,40.70039,-73.93009,60,regular
21938508,Queens,Entire home/apt,40.77118,-73.92548,125,regular
21939323,Brooklyn,Private room,40.63294,-73.99475,50,regular
21939817,Queens,Private room,40.77323,-73.91796,75,high
21942269,Manhattan,Entire home/apt,40.73127,-73.98729,150,regular
21942371,Manhattan,Private room,40.71991,-73.98832,78,regular
21942606,Manhattan,Entire home/apt,40.77154,-73.94968,200,regular
21942984,Brooklyn,Entire home/apt,40.67913,-73.97477,199,high
21943047,Brooklyn,Private room,40.71284,-73.94805,70,regular
21943938,Brooklyn,Entire home/apt,40.68173,-73.96703,115,regular
21945438,Brooklyn,Entire home/apt,40.71822,-73.93996,250,high
21945454,Brooklyn,Entire home/apt,40.68885,-73.95296,142,regular
21945556,Brooklyn,Private room,40.68187,-73.90815,67,regular
21945851,Manhattan,Private room,40.86144,-73.92423,40,low
21945886,Manhattan,Entire home/apt,40.75184,-73.97198,350,high
21946495,Brooklyn,Entire home/apt,40.71515,-73.95231,160,regular
21946665,Brooklyn,Entire home/apt,40.68885,-73.91353,149,regular
21946776,Brooklyn,Private room,40.6736,-73.95043,75,regular
21947011,Manhattan,Entire home/apt,40.70758,-74.00409,850,very high
21947012,Queens,Private room,40.68683,-73.82743,75,high
21947039,Manhattan,Entire home/apt,40.75341,-73.97313,400,high
21947062,Manhattan,Private room,40.75493,-73.98618,95,regular
21947114,Brooklyn,Entire home/apt,40.68691,-73.91798,85,low
21947260,Manhattan,Shared room,40.76119,-73.97005,130,high
21947445,Brooklyn,Entire home/apt,40.66794,-73.98638,149,regular
21947959,Brooklyn,Entire home/apt,40.69513,-73.96245,90,low
21948222,Brooklyn,Entire home/apt,40.64495,-73.9576,95,low
21948560,Manhattan,Entire home/apt,40.71735,-74.00605,850,very high
21948571,Brooklyn,Private room,40.6627,-73.95196,60,regular
21948799,Queens,Private room,40.75982,-73.93138,65,regular
21949305,Brooklyn,Private room,40.68679,-73.9495,45,low
21949815,Manhattan,Entire home/apt,40.79572,-73.96781,105,low
21950012,Manhattan,Entire home/apt,40.75979,-73.98953,395,high
21950138,Brooklyn,Entire home/apt,40.6853,-73.98804,550,very high
21950350,Brooklyn,Private room,40.68949,-73.90575,50,regular
21950927,Manhattan,Entire home/apt,40.75817,-73.98886,190,regular
21950963,Manhattan,Entire home/apt,40.76321,-73.98775,160,regular
21951042,Queens,Entire home/apt,40.60273,-73.75466,51,low
21951077,Manhattan,Entire home/apt,40.73858,-73.99651,220,regular
21951184,Manhattan,Entire home/apt,40.77084,-73.94956,130,low
21955216,Manhattan,Entire home/apt,40.74381,-73.97944,300,high
21956264,Queens,Private room,40.6741,-73.79775,45,low
21958076,Brooklyn,Private room,40.62848,-74.03077,79,regular
21958889,Manhattan,Private room,40.78165,-73.9749,55,low
21959523,Brooklyn,Private room,40.67177,-73.93947,45,low
21959695,Bronx,Entire home/apt,40.82739,-73.88176,50,low
21959796,Manhattan,Entire home/apt,40.74661,-73.97698,200,regular
21960412,Brooklyn,Entire home/apt,40.67871,-73.92678,103,low
21960589,Brooklyn,Private room,40.6771,-73.98449,139,very high
21960659,Bronx,Private room,40.8739,-73.90364,69,regular
21960720,Brooklyn,Private room,40.71353,-73.94337,60,regular
21961462,Manhattan,Entire home/apt,40.80485,-73.96345,150,regular
21962437,Brooklyn,Private room,40.67163,-73.93399,31,low
21962864,Manhattan,Private room,40.76333,-73.98905,100,regular
21963398,Brooklyn,Entire home/apt,40.71204,-73.95245,650,very high
21963418,Manhattan,Entire home/apt,40.75232,-73.9689,210,regular
21963428,Bronx,Private room,40.80024,-73.91422,49,regular
21963575,Brooklyn,Private room,40.67307,-73.95236,30,low
21963723,Queens,Entire home/apt,40.74508,-73.92198,140,regular
21964400,Brooklyn,Private room,40.71733,-73.95028,71,regular
21964596,Brooklyn,Entire home/apt,40.69077,-73.9133,60,low
21964623,Brooklyn,Entire home/apt,40.6882,-73.98999,90,low
21965110,Brooklyn,Private room,40.69871,-73.9361,80,high
21965119,Brooklyn,Entire home/apt,40.68104,-73.94031,60,low
21965717,Brooklyn,Private room,40.66724,-73.99023,109,high
21965948,Brooklyn,Private room,40.70424,-73.9199,75,regular
21966051,Brooklyn,Private room,40.67893,-73.98365,139,very high
21966351,Brooklyn,Private room,40.6779,-73.98459,139,very high
21966390,Brooklyn,Entire home/apt,40.7134,-73.94833,350,very high
21966418,Brooklyn,Entire home/apt,40.6197,-73.94426,86,low
21966432,Brooklyn,Entire home/apt,40.65325,-73.97868,100,low
21966498,Brooklyn,Private room,40.71171,-73.95491,120,high
21966592,Brooklyn,Private room,40.67727,-73.9838,139,very high
21966757,Manhattan,Private room,40.81532,-73.95359,150,high
21966758,Manhattan,Entire home/apt,40.79746,-73.93513,161,regular
21966880,Manhattan,Entire home/apt,40.7349,-74.00618,245,regular
21967259,Manhattan,Entire home/apt,40.74918,-74.00369,800,very high
21967332,Manhattan,Entire home/apt,40.7209,-73.98909,350,high
21967336,Brooklyn,Entire home/apt,40.65903,-73.96036,135,regular
21967378,Manhattan,Entire home/apt,40.73025,-73.9861,349,high
21967523,Manhattan,Private room,40.8041,-73.95261,35,low
21967562,Brooklyn,Private room,40.63014,-74.03126,79,regular
21967615,Manhattan,Entire home/apt,40.76447,-73.99056,649,very high
21967654,Manhattan,Private room,40.72317,-73.99084,80,regular
21967751,Brooklyn,Entire home/apt,40.70892,-73.96584,200,high
21967835,Brooklyn,Entire home/apt,40.72379,-73.9416,225,high
21968568,Brooklyn,Private room,40.70075,-73.92422,50,regular
21969058,Manhattan,Entire home/apt,40.80255,-73.94349,300,high
21970259,Manhattan,Private room,40.74739,-73.98344,130,high
21970350,Brooklyn,Private room,40.70255,-73.94408,40,low
21970487,Brooklyn,Entire home/apt,40.69355,-73.95197,90,low
21971593,Brooklyn,Private room,40.69475,-73.91507,50,regular
21972082,Manhattan,Shared room,40.71172,-73.98665,35,low
21972403,Brooklyn,Private room,40.69398,-73.90719,50,regular
21972697,Brooklyn,Private room,40.6926,-73.94076,50,regular
21973631,Brooklyn,Private room,40.67504,-73.93956,50,regular
21973767,Manhattan,Entire home/apt,40.73936,-73.99753,250,regular
21975315,Brooklyn,Entire home/apt,40.71212,-73.94011,180,regular
21975709,Manhattan,Entire home/apt,40.73539,-73.99547,485,very high
21976874,Brooklyn,Entire home/apt,40.71622,-73.94462,350,very high
21977042,Brooklyn,Entire home/apt,40.57872,-73.96009,99,low
21977693,Manhattan,Private room,40.7253,-73.98861,85,regular
21977987,Manhattan,Entire home/apt,40.72224,-74.00356,150,regular
21978019,Manhattan,Entire home/apt,40.72224,-73.99438,300,high
21978281,Brooklyn,Private room,40.67528,-73.906,40,low
21978366,Brooklyn,Private room,40.69131,-73.93387,60,regular
21978558,Manhattan,Entire home/apt,40.8029,-73.95576,100,low
21979050,Manhattan,Entire home/apt,40.72389,-73.9954,275,high
21979387,Brooklyn,Entire home/apt,40.69267,-73.9218,70,low
21979566,Manhattan,Entire home/apt,40.71237,-74.00747,100,low
21979587,Brooklyn,Entire home/apt,40.72672,-73.94715,66,low
21979890,Queens,Entire home/apt,40.58793,-73.79268,250,high
21979898,Brooklyn,Entire home/apt,40.71642,-73.96459,99,low
21980316,Brooklyn,Entire home/apt,40.67728,-73.95676,200,high
21980586,Brooklyn,Entire home/apt,40.71015,-73.94672,100,low
21980711,Brooklyn,Entire home/apt,40.72085,-73.95723,55,low
21980723,Manhattan,Entire home/apt,40.82277,-73.9555,650,very high
